ID,Score
8341,1.0
8342,1.0
8343,1.0
8344,2.0
8345,2.0
8346,1.0
8347,1.0
8348,1.0
8349,1.0
8350,1.0
8351,2.0
8352,2.0
8353,2.0
8354,2.0
8355,1.0
8356,2.0
8357,1.0
8358,1.0
8359,2.0
8360,1.0
8361,3.0
8362,1.0
8363,3.0
8364,3.0
8365,2.0
8366,2.0
8367,3.0
8368,3.0
8369,2.0
8370,2.0
8371,1.0
8372,3.0
8373,2.0
8374,2.0
8375,1.0
8376,2.0
8377,2.0
8378,2.0
8379,3.0
8380,2.0
8381,3.0
8382,3.0
8383,3.0
8384,2.0
8385,3.0
8386,2.0
8387,2.0
8388,2.0
8389,2.0
8390,2.0
8391,2.0
8392,2.0
8393,2.0
8394,2.0
8395,2.0
8396,2.0
8397,2.0
8398,2.0
8399,2.0
8400,2.0
8401,2.0
8402,2.0
8403,2.0
8404,2.0
8405,2.0
8406,2.0
8407,2.0
8408,1.0
8409,3.0
8410,2.0
8411,3.0
8412,3.0
8413,2.0
8414,3.0
8415,2.0
8416,2.0
8417,3.0
8418,2.0
8419,3.0
8420,2.0
8421,2.0
8422,2.0
8423,2.0
8424,2.0
8425,2.0
8426,2.0
8427,3.0
8428,2.0
8429,2.0
8430,2.0
8431,1.0
8432,2.0
8433,2.0
8434,2.0
8435,3.0
8436,2.0
8437,2.0
8438,2.0
8439,2.0
8440,2.0
8441,2.0
8442,2.0
8443,2.0
8444,2.0
8445,2.0
8446,2.0
8447,2.0
8448,2.0
8449,2.0
8450,2.0
8451,2.0
8452,2.0
8453,2.0
8454,2.0
8455,2.0
8456,3.0
8457,3.0
8458,3.0
8459,2.0
8460,2.0
8461,1.0
8462,2.0
8463,2.0
8464,2.0
8465,2.0
8466,1.0
8467,2.0
8468,3.0
8469,2.0
8470,2.0
8471,2.0
8472,1.0
8473,1.0
8474,2.0
8475,2.0
8476,3.0
8477,2.0
8478,2.0
8479,2.0
8480,2.0
8481,2.0
8482,2.0
8483,3.0
8484,3.0
8485,3.0
8486,2.0
8487,2.0
8488,2.0
8489,2.0
8490,2.0
8491,2.0
8492,2.0
8493,2.0
8494,2.0
8495,2.0
8496,2.0
8497,2.0
8498,2.0
8499,2.0
8500,2.0
8501,2.0
8502,2.0
8503,2.0
8504,1.0
8505,2.0
8506,3.0
8507,2.0
8508,3.0
8509,3.0
8510,2.0
8511,2.0
8512,3.0
8513,3.0
8514,2.0
8515,2.0
8516,2.0
8517,1.0
8518,2.0
8519,3.0
8520,3.0
8521,2.0
8522,2.0
8523,2.0
8524,3.0
8525,1.0
8526,3.0
8527,2.0
8528,3.0
8529,3.0
8530,3.0
8531,3.0
8532,2.0
8533,3.0
8534,1.0
8535,2.0
8536,2.0
8537,2.0
8538,2.0
8539,2.0
8540,2.0
8541,2.0
8542,2.0
8543,2.0
8544,2.0
8545,2.0
8546,2.0
8547,1.0
8548,2.0
8549,2.0
8550,2.0
8551,3.0
8552,2.0
8553,1.0
8554,2.0
8555,3.0
8556,2.0
8557,3.0
8558,2.0
8559,3.0
8560,3.0
8561,2.0
8562,3.0
8563,3.0
8564,2.0
8565,2.0
8566,4.0
8567,3.0
8568,3.0
8569,3.0
8570,3.0
8571,3.0
8572,3.0
8573,3.0
8574,3.0
8575,3.0
8576,3.0
8577,3.0
8578,3.0
8579,2.0
8580,2.0
8581,3.0
8582,2.0
8583,2.0
8584,2.0
8585,2.0
8586,2.0
8587,2.0
8588,2.0
8589,3.0
8590,2.0
8591,2.0
8592,2.0
8593,2.0
8594,2.0
8595,2.0
8596,2.0
8597,2.0
8598,2.0
8599,1.0
8600,3.0
8601,3.0
8602,2.0
8603,3.0
8604,2.0
8605,2.0
8606,2.0
8607,3.0
8608,3.0
8609,3.0
8610,3.0
8611,3.0
8612,3.0
8613,3.0
8614,3.0
8615,3.0
8616,3.0
8617,2.0
8618,3.0
8619,3.0
8620,3.0
8621,3.0
8622,3.0
8623,3.0
8624,3.0
8625,3.0
8626,3.0
8627,3.0
8628,3.0
8629,3.0
8630,3.0
8631,4.0
8632,3.0
8633,3.0
8634,1.0
8635,1.0
8636,3.0
8637,2.0
8638,1.0
8639,3.0
8640,1.0
8641,2.0
8642,2.0
8643,2.0
8644,2.0
8645,1.0
8646,2.0
8647,1.0
8648,3.0
8649,3.0
8650,4.0
8651,4.0
8652,3.0
8653,3.0
8654,4.0
8655,4.0
8656,4.0
8657,2.0
8658,4.0
8659,2.0
8660,2.0
8661,2.0
8662,2.0
8663,3.0
8664,3.0
8665,3.0
8666,3.0
8667,3.0
8668,3.0
8669,3.0
8670,2.0
8671,3.0
8672,3.0
8673,3.0
8674,2.0
8675,3.0
8676,4.0
8677,4.0
8678,3.0
8679,2.0
8680,3.0
8681,2.0
8682,2.0
8683,2.0
8684,3.0
8685,3.0
8686,3.0
8687,3.0
8688,3.0
8689,2.0
8690,3.0
8691,3.0
8692,2.0
8693,2.0
8694,2.0
8695,3.0
8696,3.0
8697,3.0
8698,4.0
8699,3.0
8700,4.0
8701,3.0
8702,3.0
8703,2.0
8704,3.0
8705,4.0
8706,3.0
8707,3.0
8708,3.0
8709,3.0
8710,3.0
8711,3.0
8712,3.0
8713,3.0
8714,2.0
8715,3.0
8716,3.0
8717,3.0
8718,3.0
8719,3.0
8720,3.0
8721,3.0
8722,2.0
8723,3.0
8724,4.0
8725,3.0
8726,3.0
8727,3.0
8728,3.0
8729,3.0
8730,3.0
8731,2.0
8732,3.0
8733,2.0
8734,3.0
8735,3.0
8736,3.0
8737,3.0
8738,3.0
8739,3.0
8740,3.0
8741,3.0
8742,3.0
8743,3.0
8744,3.0
8745,3.0
8746,3.0
8747,2.0
8748,3.0
8749,3.0
8750,3.0
8751,2.0
8752,2.0
8753,2.0
8754,2.0
8755,2.0
8756,2.0
8757,2.0
8758,2.0
8759,2.0
8760,2.0
8761,2.0
8762,1.0
8763,1.0
8764,2.0
8765,3.0
8766,2.0
8767,2.0
8768,3.0
8769,3.0
8770,3.0
8771,2.0
8772,3.0
8773,3.0
8774,2.0
8775,3.0
8776,3.0
8777,3.0
8778,3.0
8779,2.0
8780,4.0
8781,4.0
8782,3.0
8783,4.0
8784,3.0
8785,2.0
8786,3.0
8787,3.0
8788,3.0
8789,3.0
8790,3.0
8791,3.0
8792,3.0
8793,3.0
8794,3.0
8795,2.0
8796,2.0
8797,3.0
8798,3.0
8799,2.0
8800,2.0
8801,2.0
8802,2.0
8803,2.0
8804,1.0
8805,3.0
8806,2.0
8807,2.0
8808,1.0
8809,2.0
8810,2.0
8811,3.0
8812,3.0
8813,2.0
8814,3.0
8815,3.0
8816,3.0
8817,3.0
8818,3.0
8819,2.0
8820,3.0
8821,3.0
8822,2.0
8823,3.0
8824,1.0
8825,2.0
8826,3.0
8827,4.0
8828,4.0
8829,3.0
8830,3.0
8831,3.0
8832,3.0
8833,2.0
8834,1.0
8835,2.0
8836,2.0
8837,2.0
8838,3.0
8839,3.0
8840,2.0
8841,3.0
8842,4.0
8843,3.0
8844,2.0
8845,4.0
8846,3.0
8847,3.0
8848,3.0
8849,3.0
8850,1.0
8851,2.0
8852,1.0
8853,2.0
8854,2.0
8855,2.0
8856,2.0
8857,3.0
8858,2.0
8859,1.0
8860,2.0
8861,1.0
8862,2.0
8863,3.0
8864,2.0
8865,3.0
8866,3.0
8867,3.0
8868,3.0
8869,3.0
8870,3.0
8871,3.0
8872,3.0
8873,3.0
8874,3.0
8875,2.0
8876,3.0
8877,3.0
8878,3.0
8879,2.0
8880,2.0
8881,2.0
8882,3.0
8883,3.0
8884,2.0
8885,3.0
8886,3.0
8887,3.0
8888,3.0
8889,2.0
8890,3.0
8891,2.0
8892,3.0
8893,2.0
8894,3.0
8895,2.0
8896,3.0
8897,3.0
8898,3.0
8899,2.0
8900,3.0
8901,3.0
8902,3.0
8903,2.0
8904,2.0
8905,3.0
8906,3.0
8907,3.0
8908,3.0
8909,3.0
8910,3.0
8911,3.0
8912,3.0
8913,3.0
8914,3.0
8915,3.0
8916,3.0
8917,4.0
8918,3.0
8919,3.0
8920,3.0
8921,3.0
8922,3.0
8923,3.0
8924,3.0
8925,4.0
8926,2.0
8927,3.0
8928,2.0
8929,3.0
8930,3.0
8931,3.0
8932,5.0
8933,4.0
8934,4.0
8935,5.0
8936,4.0
8937,4.0
8938,4.0
8939,4.0
8940,4.0
8941,3.0
8942,4.0
8943,4.0
8944,4.0
8945,3.0
8946,4.0
8947,2.0
8948,5.0
8949,4.0
8950,4.0
8951,4.0
8952,4.0
8953,4.0
8954,4.0
8955,3.0
8956,3.0
8957,3.0
8958,4.0
8959,4.0
8960,4.0
8961,2.0
8962,4.0
8963,4.0
8964,4.0
8965,4.0
8966,4.0
8967,4.0
8968,4.0
8969,4.0
8970,4.0
8971,4.0
8972,4.0
8973,4.0
8974,4.0
8975,2.0
8976,2.0
8977,3.0
8978,4.0
8979,4.0
8980,4.0
8981,4.0
8982,4.0
8983,3.0
8984,4.0
8985,4.0
8986,4.0
8987,4.0
8988,4.0
8989,4.0
8990,5.0
8991,4.0
8992,3.0
8993,5.0
8994,3.0
8995,5.0
8996,3.0
8997,3.0
8998,2.0
8999,2.0
9000,4.0
9001,4.0
9002,4.0
9003,3.0
9004,2.0
9005,4.0
9006,4.0
9007,4.0
9008,4.0
9009,4.0
9010,4.0
9011,2.0
9012,4.0
9013,4.0
9014,4.0
9015,4.0
9016,3.0
9017,4.0
9018,4.0
9019,4.0
9020,4.0
9021,4.0
9022,4.0
9023,2.0
9024,4.0
9025,4.0
9026,4.0
9027,4.0
9028,4.0
9029,4.0
9030,2.0
9031,3.0
9032,3.0
9033,3.0
9034,4.0
9035,3.0
9036,4.0
9037,3.0
9038,4.0
9039,3.0
9040,3.0
9041,3.0
9042,3.0
9043,3.0
9044,3.0
9045,3.0
9046,3.0
9047,2.0
9048,3.0
9049,3.0
9050,3.0
9051,2.0
9052,2.0
9053,3.0
9054,4.0
9055,5.0
9056,3.0
9057,3.0
9058,3.0
9059,3.0
9060,4.0
9061,2.0
9062,2.0
9063,3.0
9064,2.0
9065,3.0
9066,3.0
9067,3.0
9068,2.0
9069,3.0
9070,2.0
9071,2.0
9072,3.0
9073,2.0
9074,2.0
9075,3.0
9076,1.0
9077,3.0
9078,2.0
9079,3.0
9080,3.0
9081,3.0
9082,3.0
9083,3.0
9084,3.0
9085,3.0
9086,3.0
9087,2.0
9088,2.0
9089,2.0
9090,3.0
9091,3.0
9092,3.0
9093,2.0
9094,1.0
9095,2.0
9096,1.0
9097,2.0
9098,2.0
9099,1.0
9100,1.0
9101,3.0
9102,3.0
9103,2.0
9104,3.0
9105,3.0
9106,3.0
9107,3.0
9108,3.0
9109,3.0
9110,3.0
9111,2.0
9112,3.0
9113,2.0
9114,3.0
9115,3.0
9116,3.0
9117,3.0
9118,3.0
9119,3.0
9120,3.0
9121,2.0
9122,2.0
9123,2.0
9124,2.0
9125,2.0
9126,2.0
9127,3.0
9128,3.0
9129,2.0
9130,3.0
9131,2.0
9132,3.0
9133,3.0
9134,2.0
9135,1.0
9136,2.0
9137,3.0
9138,3.0
9139,2.0
9140,2.0
9141,3.0
9142,3.0
9143,1.0
9144,2.0
9145,2.0
9146,2.0
9147,2.0
9148,1.0
9149,3.0
9150,3.0
9151,3.0
9152,2.0
9153,2.0
9154,3.0
9155,3.0
9156,3.0
9157,3.0
9158,2.0
9159,3.0
9160,2.0
9161,2.0
9162,2.0
9163,2.0
9164,3.0
9165,2.0
9166,3.0
9167,3.0
9168,2.0
9169,2.0
9170,2.0
9171,3.0
9172,3.0
9173,2.0
9174,3.0
9175,3.0
9176,3.0
9177,3.0
9178,4.0
9179,3.0
9180,3.0
9181,4.0
9182,3.0
9183,4.0
9184,3.0
9185,3.0
9186,3.0
9187,4.0
9188,3.0
9189,1.0
9190,3.0
9191,3.0
9192,3.0
9193,3.0
9194,3.0
9195,2.0
9196,3.0
9197,2.0
9198,3.0
9199,2.0
9200,3.0
9201,2.0
9202,3.0
9203,3.0
9204,4.0
9205,3.0
9206,2.0
9207,3.0
9208,3.0
9209,4.0
9210,3.0
9211,4.0
9212,3.0
9213,3.0
9214,3.0
9215,3.0
9216,3.0
9217,3.0
9218,3.0
9219,3.0
9220,3.0
9221,3.0
9222,3.0
9223,3.0
9224,4.0
9225,4.0
9226,3.0
9227,3.0
9228,2.0
9229,3.0
9230,3.0
9231,4.0
9232,3.0
9233,4.0
9234,2.0
9235,3.0
9236,4.0
9237,2.0
9238,3.0
9239,3.0
9240,3.0
9241,4.0
9242,2.0
9243,3.0
9244,3.0
9245,3.0
9246,3.0
9247,4.0
9248,2.0
9249,3.0
9250,2.0
9251,3.0
9252,3.0
9253,3.0
9254,3.0
9255,3.0
9256,3.0
9257,3.0
9258,4.0
9259,3.0
9260,2.0
9261,2.0
9262,4.0
9263,4.0
9264,3.0
9265,3.0
9266,3.0
9267,4.0
9268,3.0
9269,4.0
9270,3.0
9271,3.0
9272,3.0
9273,3.0
9274,3.0
9275,3.0
9276,3.0
9277,3.0
9278,3.0
9279,3.0
9280,3.0
9281,3.0
9282,2.0
9283,4.0
9284,4.0
9285,2.0
9286,2.0
9287,2.0
9288,4.0
9289,4.0
9290,2.0
9291,2.0
9292,3.0
9293,2.0
9294,1.0
9295,1.0
9296,3.0
9297,1.0
9298,3.0
9299,3.0
9300,3.0
9301,2.0
9302,3.0
9303,2.0
9304,3.0
9305,3.0
9306,3.0
9307,5.0
9308,3.0
9309,3.0
9310,2.0
9311,3.0
9312,3.0
9313,3.0
9314,2.0
9315,2.0
9316,3.0
9317,3.0
9318,1.0
9319,1.0
9320,2.0
9321,3.0
9322,2.0
9323,2.0
9324,3.0
9325,2.0
9326,2.0
9327,2.0
9328,2.0
9329,4.0
9330,4.0
9331,2.0
9332,2.0
9333,4.0
9334,4.0
9335,2.0
9336,3.0
9337,2.0
9338,2.0
9339,1.0
9340,2.0
9341,3.0
9342,3.0
9343,2.0
9344,2.0
9345,1.0
9346,2.0
9347,3.0
9348,1.0
9349,2.0
9350,2.0
9351,2.0
9352,2.0
9353,1.0
9354,2.0
9355,3.0
9356,2.0
9357,2.0
9358,3.0
9359,2.0
9360,2.0
9361,3.0
9362,3.0
9363,1.0
9364,2.0
9365,3.0
9366,3.0
9367,3.0
9368,3.0
9369,2.0
9370,1.0
9371,2.0
9372,2.0
9373,3.0
9374,3.0
9375,3.0
9376,1.0
9377,4.0
9378,3.0
9379,3.0
9380,3.0
9381,3.0
9382,3.0
9383,3.0
9384,3.0
9385,2.0
9386,3.0
9387,3.0
9388,2.0
9389,2.0
9390,1.0
9391,1.0
9392,3.0
9393,3.0
9394,3.0
9395,3.0
9396,2.0
9397,3.0
9398,2.0
9399,2.0
9400,2.0
9401,2.0
9402,2.0
9403,2.0
9404,2.0
9405,2.0
9406,2.0
9407,2.0
9408,3.0
9409,2.0
9410,2.0
9411,2.0
9412,3.0
9413,2.0
9414,2.0
9415,2.0
9416,3.0
9417,3.0
9418,3.0
9419,3.0
9420,2.0
9421,2.0
9422,2.0
9423,2.0
9424,2.0
9425,2.0
9426,2.0
9427,1.0
9428,2.0
9429,1.0
9430,1.0
9431,2.0
9432,2.0
9433,2.0
9434,2.0
9435,3.0
9436,2.0
9437,1.0
9438,1.0
9439,3.0
9440,3.0
9441,2.0
9442,2.0
9443,3.0
9444,2.0
9445,2.0
9446,2.0
9447,2.0
9448,2.0
9449,2.0
9450,2.0
9451,1.0
9452,1.0
9453,3.0
9454,1.0
9455,2.0
9456,2.0
9457,2.0
9458,2.0
9459,2.0
9460,1.0
9461,2.0
9462,2.0
9463,2.0
9464,2.0
9465,2.0
9466,3.0
9467,2.0
9468,4.0
9469,4.0
9470,1.0
9471,1.0
9472,2.0
9473,2.0
9474,2.0
9475,2.0
9476,2.0
9477,2.0
9478,1.0
9479,1.0
9480,1.0
9481,2.0
9482,1.0
9483,2.0
9484,2.0
9485,2.0
9486,3.0
9487,3.0
9488,3.0
9489,3.0
9490,2.0
9491,1.0
9492,2.0
9493,3.0
9494,2.0
9495,2.0
9496,2.0
9497,2.0
9498,2.0
9499,2.0
9500,2.0
9501,2.0
9502,2.0
9503,2.0
9504,2.0
9505,2.0
9506,2.0
9507,2.0
9508,2.0
9509,2.0
9510,2.0
9511,3.0
9512,1.0
9513,3.0
9514,3.0
9515,3.0
9516,2.0
9517,2.0
9518,3.0
9519,3.0
9520,2.0
9521,3.0
9522,3.0
9523,2.0
9524,3.0
9525,1.0
9526,2.0
9527,2.0
9528,2.0
9529,1.0
9530,1.0
9531,1.0
9532,2.0
9533,2.0
9534,3.0
9535,3.0
9536,3.0
9537,2.0
9538,3.0
9539,3.0
9540,3.0
9541,3.0
9542,2.0
9543,2.0
9544,2.0
9545,2.0
9546,2.0
9547,2.0
9548,1.0
9549,1.0
9550,2.0
9551,2.0
9552,2.0
9553,2.0
9554,2.0
9555,2.0
9556,2.0
9557,2.0
9558,2.0
9559,3.0
9560,3.0
9561,3.0
9562,3.0
9563,3.0
9564,3.0
9565,2.0
9566,2.0
9567,2.0
9568,1.0
9569,3.0
9570,3.0
9571,1.0
9572,3.0
9573,2.0
9574,3.0
9575,3.0
9576,2.0
9577,2.0
9578,3.0
9579,3.0
9580,3.0
9581,3.0
9582,3.0
9583,3.0
9584,3.0
9585,2.0
9586,3.0
9587,2.0
9588,2.0
9589,2.0
9590,1.0
9591,2.0
9592,2.0
9593,2.0
9594,2.0
9595,2.0
9596,2.0
9597,2.0
9598,2.0
9599,2.0
9600,2.0
9601,2.0
9602,2.0
9603,2.0
9604,1.0
9605,2.0
9606,2.0
9607,2.0
9608,3.0
9609,3.0
9610,3.0
9611,4.0
9612,3.0
9613,3.0
9614,4.0
9615,4.0
9616,3.0
9617,2.0
9618,2.0
9619,4.0
9620,4.0
9621,2.0
9622,2.0
9623,2.0
9624,2.0
9625,2.0
9626,2.0
9627,2.0
9628,2.0
9629,3.0
9630,3.0
9631,2.0
9632,3.0
9633,2.0
9634,3.0
9635,2.0
9636,3.0
9637,2.0
9638,2.0
9639,3.0
9640,2.0
9641,2.0
9642,2.0
9643,2.0
9644,3.0
9645,2.0
9646,3.0
9647,2.0
9648,2.0
9649,2.0
9650,3.0
9651,2.0
9652,3.0
9653,2.0
9654,3.0
9655,2.0
9656,2.0
9657,3.0
9658,3.0
9659,4.0
9660,3.0
9661,3.0
9662,4.0
9663,2.0
9664,3.0
9665,2.0
9666,3.0
9667,2.0
9668,4.0
9669,3.0
9670,3.0
9671,2.0
9672,2.0
9673,1.0
9674,2.0
9675,2.0
9676,2.0
9677,2.0
9678,2.0
9679,2.0
9680,2.0
9681,3.0
9682,2.0
9683,2.0
9684,3.0
9685,2.0
9686,2.0
9687,2.0
9688,2.0
9689,2.0
9690,2.0
9691,2.0
9692,2.0
9693,2.0
9694,1.0
9695,2.0
9696,2.0
9697,3.0
9698,3.0
9699,2.0
9700,2.0
9701,3.0
9702,3.0
9703,3.0
9704,2.0
9705,2.0
9706,2.0
9707,3.0
9708,3.0
9709,2.0
9710,3.0
9711,3.0
9712,2.0
9713,3.0
9714,3.0
9715,3.0
9716,3.0
9717,3.0
9718,3.0
9719,3.0
9720,3.0
9721,3.0
9722,3.0
9723,3.0
9724,3.0
9725,3.0
9726,3.0
9727,2.0
9728,3.0
9729,3.0
9730,4.0
9731,3.0
9732,3.0
9733,3.0
9734,3.0
9735,3.0
9736,2.0
9737,3.0
9738,3.0
9739,3.0
9740,3.0
9741,2.0
9742,3.0
9743,3.0
9744,3.0
9745,3.0
9746,3.0
9747,1.0
9748,3.0
9749,3.0
9750,3.0
9751,4.0
9752,4.0
9753,3.0
9754,3.0
9755,3.0
9756,2.0
9757,1.0
9758,2.0
9759,2.0
9760,2.0
9761,3.0
9762,2.0
9763,2.0
9764,2.0
9765,2.0
9766,1.0
9767,2.0
9768,3.0
9769,2.0
9770,3.0
9771,2.0
9772,3.0
9773,3.0
9774,3.0
9775,2.0
9776,3.0
9777,3.0
9778,2.0
9779,2.0
9780,3.0
9781,3.0
9782,3.0
9783,3.0
9784,3.0
9785,3.0
9786,3.0
9787,3.0
9788,3.0
9789,3.0
9790,3.0
9791,2.0
9792,4.0
9793,3.0
9794,3.0
9795,2.0
9796,3.0
9797,3.0
9798,3.0
9799,2.0
9800,4.0
9801,3.0
9802,2.0
9803,4.0
9804,3.0
9805,3.0
9806,1.0
9807,3.0
9808,3.0
9809,2.0
9810,2.0
9811,2.0
9812,3.0
9813,3.0
9814,1.0
9815,3.0
9816,2.0
9817,1.0
9818,3.0
9819,3.0
9820,2.0
9821,4.0
9822,4.0
9823,4.0
9824,4.0
9825,3.0
9826,4.0
9827,3.0
9828,3.0
9829,4.0
9830,3.0
9831,3.0
9832,3.0
9833,4.0
9834,4.0
9835,4.0
9836,3.0
9837,4.0
9838,3.0
9839,4.0
9840,4.0
9841,2.0
9842,4.0
9843,3.0
9844,4.0
9845,3.0
9846,3.0
9847,2.0
9848,4.0
9849,4.0
9850,3.0
9851,4.0
9852,3.0
9853,3.0
9854,3.0
9855,2.0
9856,2.0
9857,2.0
9858,2.0
9859,3.0
9860,3.0
9861,4.0
9862,3.0
9863,2.0
9864,2.0
9865,3.0
9866,1.0
9867,2.0
9868,4.0
9869,3.0
9870,3.0
9871,3.0
9872,3.0
9873,3.0
9874,3.0
9875,3.0
9876,3.0
9877,3.0
9878,1.0
9879,3.0
9880,3.0
9881,3.0
9882,3.0
9883,4.0
9884,2.0
9885,3.0
9886,1.0
9887,2.0
9888,3.0
9889,2.0
9890,2.0
9891,1.0
9892,3.0
9893,3.0
9894,2.0
9895,3.0
9896,4.0
9897,3.0
9898,3.0
9899,3.0
9900,3.0
9901,2.0
9902,2.0
9903,2.0
9904,4.0
9905,3.0
9906,3.0
9907,2.0
9908,2.0
9909,3.0
9910,3.0
9911,2.0
9912,3.0
9913,2.0
9914,3.0
9915,3.0
9916,3.0
9917,3.0
9918,4.0
9919,2.0
9920,3.0
9921,4.0
9922,2.0
9923,3.0
9924,3.0
9925,3.0
9926,3.0
9927,3.0
9928,3.0
9929,3.0
9930,2.0
9931,3.0
9932,3.0
9933,3.0
9934,3.0
9935,3.0
9936,3.0
9937,2.0
9938,3.0
9939,3.0
9940,3.0
9941,3.0
9942,3.0
9943,3.0
9944,4.0
9945,3.0
9946,2.0
9947,3.0
9948,3.0
9949,3.0
9950,3.0
9951,3.0
9952,3.0
9953,4.0
9954,4.0
9955,4.0
9956,5.0
9957,3.0
9958,4.0
9959,4.0
9960,2.0
9961,3.0
9962,1.0
9963,2.0
9964,2.0
9965,2.0
9966,3.0
9967,2.0
9968,3.0
9969,3.0
9970,2.0
9971,2.0
9972,3.0
9973,2.0
9974,2.0
9975,2.0
9976,2.0
9977,2.0
9978,2.0
9979,1.0
9980,2.0
9981,2.0
9982,2.0
9983,2.0
9984,2.0
9985,1.0
9986,2.0
9987,2.0
9988,2.0
9989,2.0
9990,2.0
9991,2.0
9992,2.0
9993,2.0
9994,4.0
9995,2.0
9996,2.0
9997,2.0
